453	1324
454	1899
455	1513
456	1683
457	1369
458	1265
459	1035
460	2046
461	1498
462	1608
463	1330
464	1132
465	1237
466	2298
467	1241
468	2039
469	1177
470	1221
471	1745
472	1917
473	1165
474	861
475	1830
476	1170
477	1230
478	1274
479	1899
480	1867
481	1609
482	1963
483	1669
484	1292
485	1751
486	1335
487	1323
488	1651
489	2087
490	1438
491	1731
492	1949
493	2203
494	2261
495	1580
496	1562
497	1859
498	1793
499	1001
500	1912
501	2475
502	2105
503	1732
504	2310
505	1875
506	1817
507	1097
508	2017
509	2242
510	2773
511	1321
512	2739
513	1389
514	2251
515	2169
516	2029
517	1591
518	2343
519	2012
520	1614
521	1672
522	2000
523	2896
524	2637
525	1884
526	2405
527	2257
528	1961
529	1849
530	1559
531	1560
532	2041
533	1998
534	2052
535	1803
536	1970
537	1939
538	2082
539	1409
540	2733
541	2221
542	2331
543	2438
544	1917
545	1988
546	2145
547	2278
548	2159
549	2627
550	1537
551	1559
552	3045
553	2246
554	2384
555	2010
556	1972
557	2146
558	2102
559	2329
560	1733
561	2641
562	1993
563	2200
564	2394
565	2191
566	2496
567	2391
568	2436
569	1738
570	2054
571	2036
572	1836
573	3007
574	1429
575	2216
576	1904
577	2285
578	1994
579	2059
580	2171
581	1982
582	2099
583	2507
584	1913
585	2561
586	1302
587	1860
588	2287
589	1734
590	2156
591	2402
592	2404
593	3244
594	1978
595	2411
596	2007
597	2014
598	1565
599	2022
600	1772
601	2583
602	1844
603	1621
604	1770
605	2020
606	2355
607	1996
608	2127
609	2114
610	1935
611	2125
612	1787
613	2276
614	2978
615	2542
616	2113
617	1968
618	2368
619	2241
620	2073
621	2121
622	2167
623	2575
624	2500
625	2181
626	1967
627	2072
628	2027
629	2345
630	2024
631	2248
632	2455
633	2265
634	2424
635	2852
636	1997
637	3298
638	2367
639	1853
640	2896
641	2537
642	2300
643	2849
644	2975
645	1931
646	3009
647	2538
648	2783
649	2490
650	2407
651	2003
652	2752
653	2576
654	2817
655	2683
656	2628
657	2995
658	2303
659	2772
660	2606
661	2703
662	2840
663	3256
664	3024
665	2684
666	3006
667	3310
668	3183
669	2523
670	3401
671	2839
672	3193
673	2970
674	3338
675	3464
676	3265
677	3536
678	3090
679	2936
680	3009
681	4000
682	3490
683	2815
684	3383
685	2902
686	4261
687	3787
688	4140
689	3589
690	3345
691	3119
692	3456
693	4152
694	3828
695	3993
696	4668
697	3303
698	3932
699	4497
700	3402
701	3674
702	3551
703	4231
704	3806
705	3354
706	3603
707	4015
708	3550
709	3318
710	3933
711	3597
712	5290
713	3563
714	3991
715	3890
716	3637
717	3800
718	4190
719	5249
720	4178
721	4830
722	4347
723	4226
724	4813
725	3998
726	4358
727	4323
728	4157
729	4630
730	4415
731	4411
732	4725
733	4364
734	4800
735	4749
736	5144
737	4907
738	4310
739	4971
740	4815
741	5393
742	5906
743	4883
